COUNTY,COUNTY_FIPS,COUNTY_TOTALVOTES,DEM_CANDIDATE,DEM_VOTES,HOUSE_WINNING_BINARY,H_FEMALE,REP_CANDIDATE,REP_VOTES,SENATE_WINNING_BINARY,STATE,STATE_FIPS,UNEMPLOYMENT_RATE,WINNING_CANDIDATE,WINNING_PARTY,WINNING_PARTY_BINARY,YEAR,YEAR_FIPS
Douglas County,45,48145,Barack Obama,29267,1,2821,Mitt Romney,17401,1,Kansas,20,5.1,Barack Obama,democrat,0,2012,201220045
Edwards County,47,1385,Barack Obama,298,1,271,Mitt Romney,1059,1,Kansas,20,4,Mitt Romney,republican,1,2012,201220047
Elk County,49,1369,Barack Obama,281,1,39,Mitt Romney,1049,1,Kansas,20,6.8,Mitt Romney,republican,1,2012,201220049
Ellis County,51,11714,Barack Obama,3057,1,610,Mitt Romney,8399,1,Kansas,20,3.4,Mitt Romney,republican,1,2012,201220051
Ellsworth County,53,2712,Barack Obama,702,1,106,Mitt Romney,1930,1,Kansas,20,3.5,Mitt Romney,republican,1,2012,201220053
Finney County,55,9084,Barack Obama,2682,1,8450,Mitt Romney,6219,1,Kansas,20,4.5,Mitt Romney,republican,1,2012,201220055
Ford County,57,8362,Barack Obama,2600,1,8173,Mitt Romney,5602,1,Kansas,20,3.9,Mitt Romney,republican,1,2012,201220057
Franklin County,59,10990,Barack Obama,3694,1,442,Mitt Romney,6984,1,Kansas,20,7.3,Mitt Romney,republican,1,2012,201220059
Geary County,61,7845,Barack Obama,3332,1,2255,Mitt Romney,4372,1,Kansas,20,8.7,Mitt Romney,republican,1,2012,201220061
Gove County,63,1383,Barack Obama,176,1,18,Mitt Romney,1168,1,Kansas,20,3,Mitt Romney,republican,1,2012,201220063
Graham County,65,1340,Barack Obama,256,1,32,Mitt Romney,1056,1,Kansas,20,3.4,Mitt Romney,republican,1,2012,201220065
Grant County,67,2306,Barack Obama,456,1,1607,Mitt Romney,1811,1,Kansas,20,3.9,Mitt Romney,republican,1,2012,201220067
Gray County,69,1958,Barack Obama,324,1,422,Mitt Romney,1603,1,Kansas,20,3.1,Mitt Romney,republican,1,2012,201220069
Greeley County,71,670,Barack Obama,113,1,91,Mitt Romney,543,1,Kansas,20,3.1,Mitt Romney,republican,1,2012,201220071
Greenwood County,73,2123,Barack Obama,478,1,98,Mitt Romney,1590,1,Kansas,20,5.6,Mitt Romney,republican,1,2012,201220073
Hamilton County,75,877,Barack Obama,163,1,388,Mitt Romney,693,1,Kansas,20,2.7,Mitt Romney,republican,1,2012,201220075
Harper County,77,2389,Barack Obama,550,1,117,Mitt Romney,1759,1,Kansas,20,4.3,Mitt Romney,republican,1,2012,201220077
Harvey County,79,14294,Barack Obama,5373,1,1818,Mitt Romney,8588,1,Kansas,20,5.4,Mitt Romney,republican,1,2012,201220079
Haskell County,81,1396,Barack Obama,215,1,548,Mitt Romney,1159,1,Kansas,20,3.4,Mitt Romney,republican,1,2012,201220081
Hodgeman County,83,1060,Barack Obama,179,1,56,Mitt Romney,868,1,Kansas,20,3.4,Mitt Romney,republican,1,2012,201220083
Jackson County,85,5561,Barack Obama,1901,1,198,Mitt Romney,3527,1,Kansas,20,5.6,Mitt Romney,republican,1,2012,201220085
Jefferson County,87,8013,Barack Obama,2977,1,160,Mitt Romney,4827,1,Kansas,20,6.1,Mitt Romney,republican,1,2012,201220087
Jewell County,89,1497,Barack Obama,229,1,33,Mitt Romney,1235,1,Kansas,20,4.3,Mitt Romney,republican,1,2012,201220089
Johnson County,91,274365,Barack Obama,110526,1,18944,Mitt Romney,158401,1,Kansas,20,4.6,Mitt Romney,republican,1,2012,201220091
Kearny County,93,1386,Barack Obama,268,1,549,Mitt Romney,1097,1,Kansas,20,4,Mitt Romney,republican,1,2012,201220093
Kingman County,95,3231,Barack Obama,733,1,104,Mitt Romney,2397,1,Kansas,20,6.1,Mitt Romney,republican,1,2012,201220095
Kiowa County,97,1144,Barack Obama,163,1,52,Mitt Romney,976,1,Kansas,20,3.8,Mitt Romney,republican,1,2012,201220097
Labette County,99,8037,Barack Obama,3117,1,429,Mitt Romney,4742,1,Kansas,20,8,Mitt Romney,republican,1,2012,201220099
Lane County,101,928,Barack Obama,172,1,41,Mitt Romney,739,1,Kansas,20,4.6,Mitt Romney,republican,1,2012,201220101
Leavenworth County,103,29085,Barack Obama,11357,1,1728,Mitt Romney,17059,1,Kansas,20,6.4,Mitt Romney,republican,1,2012,201220103
Lincoln County,105,1483,Barack Obama,289,1,42,Mitt Romney,1165,1,Kansas,20,4.9,Mitt Romney,republican,1,2012,201220105
Linn County,107,4467,Barack Obama,1170,1,93,Mitt Romney,3177,1,Kansas,20,9.9,Mitt Romney,republican,1,2012,201220107
Logan County,109,1350,Barack Obama,197,1,46,Mitt Romney,1126,1,Kansas,20,3,Mitt Romney,republican,1,2012,201220109
Lyon County,111,11875,Barack Obama,5111,1,3303,Mitt Romney,6470,1,Kansas,20,5.8,Mitt Romney,republican,1,2012,201220111
McPherson County,113,12297,Barack Obama,3449,1,493,Mitt Romney,8545,1,Kansas,20,4.1,Mitt Romney,republican,1,2012,201220113
Marion County,115,5409,Barack Obama,1385,1,153,Mitt Romney,3889,1,Kansas,20,5.1,Mitt Romney,republican,1,2012,201220115
Marshall County,117,4773,Barack Obama,1469,1,87,Mitt Romney,3195,1,Kansas,20,4.2,Mitt Romney,republican,1,2012,201220117
Meade County,119,1709,Barack Obama,258,1,321,Mitt Romney,1428,1,Kansas,20,3.4,Mitt Romney,republican,1,2012,201220119
Miami County,121,14856,Barack Obama,4712,1,391,Mitt Romney,9858,1,Kansas,20,6.3,Mitt Romney,republican,1,2012,201220121
Mitchell County,123,2965,Barack Obama,584,1,31,Mitt Romney,2327,1,Kansas,20,3,Mitt Romney,republican,1,2012,201220123
Montgomery County,125,12417,Barack Obama,3501,1,892,Mitt Romney,8630,1,Kansas,20,7.7,Mitt Romney,republican,1,2012,201220125
Morris County,127,2562,Barack Obama,718,1,105,Mitt Romney,1773,1,Kansas,20,6.1,Mitt Romney,republican,1,2012,201220127
Morton County,129,1278,Barack Obama,189,1,284,Mitt Romney,1072,1,Kansas,20,3.7,Mitt Romney,republican,1,2012,201220129
Nemaha County,131,5026,Barack Obama,1000,1,54,Mitt Romney,3930,1,Kansas,20,3.6,Mitt Romney,republican,1,2012,201220131
Neosho County,133,6480,Barack Obama,2050,1,319,Mitt Romney,4272,1,Kansas,20,8.8,Mitt Romney,republican,1,2012,201220133
Ness County,135,1444,Barack Obama,218,1,115,Mitt Romney,1209,1,Kansas,20,3.3,Mitt Romney,republican,1,2012,201220135
Norton County,137,2325,Barack Obama,398,1,71,Mitt Romney,1878,1,Kansas,20,3.1,Mitt Romney,republican,1,2012,201220137
Osage County,139,6906,Barack Obama,2268,1,177,Mitt Romney,4427,1,Kansas,20,7.3,Mitt Romney,republican,1,2012,201220139
Osborne County,141,1838,Barack Obama,324,1,19,Mitt Romney,1479,1,Kansas,20,4.3,Mitt Romney,republican,1,2012,201220141
Ottawa County,143,2933,Barack Obama,558,1,53,Mitt Romney,2295,1,Kansas,20,5.4,Mitt Romney,republican,1,2012,201220143
Pawnee County,145,2608,Barack Obama,718,1,188,Mitt Romney,1836,1,Kansas,20,4.1,Mitt Romney,republican,1,2012,201220145
Phillips County,147,2565,Barack Obama,382,1,68,Mitt Romney,2135,1,Kansas,20,4.5,Mitt Romney,republican,1,2012,201220147
Pottawatomie County,149,9479,Barack Obama,2335,1,456,Mitt Romney,6804,1,Kansas,20,4.7,Mitt Romney,republican,1,2012,201220149
Pratt County,151,3801,Barack Obama,980,1,275,Mitt Romney,2771,1,Kansas,20,4.5,Mitt Romney,republican,1,2012,201220151
Rawlins County,153,1444,Barack Obama,190,1,43,Mitt Romney,1223,1,Kansas,20,2.7,Mitt Romney,republican,1,2012,201220153
Reno County,155,24422,Barack Obama,8085,1,2413,Mitt Romney,15718,1,Kansas,20,5.5,Mitt Romney,republican,1,2012,201220155
Republic County,157,2686,Barack Obama,477,1,29,Mitt Romney,2134,1,Kansas,20,3.8,Mitt Romney,republican,1,2012,201220157
Rice County,159,3681,Barack Obama,911,1,458,Mitt Romney,2676,1,Kansas,20,4.5,Mitt Romney,republican,1,2012,201220159
Riley County,161,21101,Barack Obama,8977,1,2212,Mitt Romney,11507,1,Kansas,20,4.4,Mitt Romney,republican,1,2012,201220161
Rooks County,163,2460,Barack Obama,361,1,52,Mitt Romney,2038,1,Kansas,20,4.6,Mitt Romney,republican,1,2012,201220163
Rush County,165,1570,Barack Obama,367,1,42,Mitt Romney,1166,1,Kansas,20,4.7,Mitt Romney,republican,1,2012,201220165
Russell County,167,3200,Barack Obama,593,1,50,Mitt Romney,2553,1,Kansas,20,4.1,Mitt Romney,republican,1,2012,201220167
Saline County,169,21496,Barack Obama,7040,1,2640,Mitt Romney,13840,1,Kansas,20,5.8,Mitt Romney,republican,1,2012,201220169
Scott County,171,2052,Barack Obama,277,1,354,Mitt Romney,1728,1,Kansas,20,3.1,Mitt Romney,republican,1,2012,201220171
Sedgwick County,173,182895,Barack Obama,71977,1,31688,Mitt Romney,106506,1,Kansas,20,6.9,Mitt Romney,republican,1,2012,201220173
Seward County,175,5176,Barack Obama,1490,1,6113,Mitt Romney,3617,1,Kansas,20,4.1,Mitt Romney,republican,1,2012,201220175
Shawnee County,177,76508,Barack Obama,36975,1,9691,Mitt Romney,37782,1,Kansas,20,6.2,Mitt Romney,republican,1,2012,201220177
Sheridan County,179,1342,Barack Obama,168,1,44,Mitt Romney,1154,1,Kansas,20,2.8,Mitt Romney,republican,1,2012,201220179
Sherman County,181,2623,Barack Obama,577,1,316,Mitt Romney,1976,1,Kansas,20,3.8,Mitt Romney,republican,1,2012,201220181
Smith County,183,2023,Barack Obama,358,1,31,Mitt Romney,1624,1,Kansas,20,3.9,Mitt Romney,republican,1,2012,201220183
Stafford County,185,1839,Barack Obama,404,1,239,Mitt Romney,1385,1,Kansas,20,4.6,Mitt Romney,republican,1,2012,201220185
Stanton County,187,759,Barack Obama,143,1,389,Mitt Romney,605,1,Kansas,20,3.5,Mitt Romney,republican,1,2012,201220187
Stevens County,189,2034,Barack Obama,252,1,901,Mitt Romney,1749,1,Kansas,20,3.5,Mitt Romney,republican,1,2012,201220189
Sumner County,191,9141,Barack Obama,2658,1,537,Mitt Romney,6260,1,Kansas,20,6.4,Mitt Romney,republican,1,2012,201220191
Thomas County,193,3474,Barack Obama,598,1,172,Mitt Romney,2788,1,Kansas,20,3.5,Mitt Romney,republican,1,2012,201220193
Trego County,195,1579,Barack Obama,291,1,30,Mitt Romney,1261,1,Kansas,20,4.3,Mitt Romney,republican,1,2012,201220195
Wabaunsee County,197,3267,Barack Obama,918,1,104,Mitt Romney,2256,1,Kansas,20,5.4,Mitt Romney,republican,1,2012,201220197
Wallace County,199,798,Barack Obama,68,1,51,Mitt Romney,719,1,Kansas,20,4.2,Mitt Romney,republican,1,2012,201220199
Washington County,201,2889,Barack Obama,524,1,69,Mitt Romney,2316,1,Kansas,20,4.2,Mitt Romney,republican,1,2012,201220201
Wichita County,203,987,Barack Obama,157,1,253,Mitt Romney,821,1,Kansas,20,5.3,Mitt Romney,republican,1,2012,201220203
Wilson County,205,3717,Barack Obama,818,1,99,Mitt Romney,2825,1,Kansas,20,9.9,Mitt Romney,republican,1,2012,201220205
Woodson County,207,1447,Barack Obama,380,1,35,Mitt Romney,1035,1,Kansas,20,6.2,Mitt Romney,republican,1,2012,201220207
Wyandotte County,209,50738,Barack Obama,34302,1,19721,Mitt Romney,15496,1,Kansas,20,8.4,Barack Obama,democrat,0,2012,201220209
Adair County,1,7600,Barack Obama,1660,1,135,Mitt Romney,5841,1,Kentucky,21,9.5,Mitt Romney,republican,1,2012,201221001
Allen County,3,7100,Barack Obama,1808,1,136,Mitt Romney,5184,1,Kentucky,21,8,Mitt Romney,republican,1,2012,201221003
Anderson County,5,10320,Barack Obama,3315,1,123,Mitt Romney,6822,1,Kentucky,21,6.9,Mitt Romney,republican,1,2012,201221005
Ballard County,7,3895,Barack Obama,1189,1,43,Mitt Romney,2647,1,Kentucky,21,9.1,Mitt Romney,republican,1,2012,201221007
Barren County,9,16568,Barack Obama,5400,1,442,Mitt Romney,10922,1,Kentucky,21,7.9,Mitt Romney,republican,1,2012,201221009
Bath County,11,4122,Barack Obama,1770,1,65,Mitt Romney,2275,1,Kentucky,21,10.4,Mitt Romney,republican,1,2012,201221011
Bell County,13,9482,Barack Obama,2224,1,94,Mitt Romney,7127,1,Kentucky,21,11.9,Mitt Romney,republican,1,2012,201221013
Boone County,15,52511,Barack Obama,15629,1,1994,Mitt Romney,35922,1,Kentucky,21,6.8,Mitt Romney,republican,1,2012,201221015
Bourbon County,17,7923,Barack Obama,3075,1,528,Mitt Romney,4692,1,Kentucky,21,7.3,Mitt Romney,republican,1,2012,201221017
Boyd County,19,19049,Barack Obama,7776,1,261,Mitt Romney,10884,1,Kentucky,21,9.3,Mitt Romney,republican,1,2012,201221019
Boyle County,21,12373,Barack Obama,4471,1,374,Mitt Romney,7703,1,Kentucky,21,9,Mitt Romney,republican,1,2012,201221021
Bracken County,23,3232,Barack Obama,1147,1,43,Mitt Romney,2029,1,Kentucky,21,9.4,Mitt Romney,republican,1,2012,201221023
Breathitt County,25,5008,Barack Obama,1562,1,49,Mitt Romney,3318,1,Kentucky,21,14.5,Mitt Romney,republican,1,2012,201221025
Breckinridge County,27,7969,Barack Obama,2825,1,76,Mitt Romney,5025,1,Kentucky,21,9.7,Mitt Romney,republican,1,2012,201221027
Bullitt County,29,31779,Barack Obama,9971,1,492,Mitt Romney,21306,1,Kentucky,21,8.1,Mitt Romney,republican,1,2012,201221029
Butler County,31,5060,Barack Obama,1293,1,127,Mitt Romney,3716,1,Kentucky,21,9,Mitt Romney,republican,1,2012,201221031
Caldwell County,33,5860,Barack Obama,1852,1,53,Mitt Romney,3904,1,Kentucky,21,8.3,Mitt Romney,republican,1,2012,201221033
Calloway County,35,15072,Barack Obama,5317,1,414,Mitt Romney,9440,1,Kentucky,21,7.1,Mitt Romney,republican,1,2012,201221035
Campbell County,37,40177,Barack Obama,15080,1,679,Mitt Romney,24240,1,Kentucky,21,6.9,Mitt Romney,republican,1,2012,201221037
Carlisle County,39,2619,Barack Obama,750,1,43,Mitt Romney,1835,1,Kentucky,21,8,Mitt Romney,republican,1,2012,201221039
Carroll County,41,3680,Barack Obama,1629,1,294,Mitt Romney,1999,1,Kentucky,21,10.2,Mitt Romney,republican,1,2012,201221041
Carter County,43,8908,Barack Obama,3383,1,146,Mitt Romney,5279,1,Kentucky,21,12.5,Mitt Romney,republican,1,2012,201221043
Casey County,45,6091,Barack Obama,1086,1,169,Mitt Romney,4904,1,Kentucky,21,8.4,Mitt Romney,republican,1,2012,201221045
Christian County,47,21955,Barack Obama,8252,1,2060,Mitt Romney,13475,1,Kentucky,21,9.3,Mitt Romney,republican,1,2012,201221047
Clark County,49,15416,Barack Obama,5228,1,363,Mitt Romney,9931,1,Kentucky,21,8.1,Mitt Romney,republican,1,2012,201221049
Clay County,51,7383,Barack Obama,1111,1,75,Mitt Romney,6176,1,Kentucky,21,14,Mitt Romney,republican,1,2012,201221051
Clinton County,53,4393,Barack Obama,752,1,90,Mitt Romney,3569,1,Kentucky,21,10.9,Mitt Romney,republican,1,2012,201221053
Crittenden County,55,3854,Barack Obama,960,1,18,Mitt Romney,2839,1,Kentucky,21,7.7,Mitt Romney,republican,1,2012,201221055
Cumberland County,57,2854,Barack Obama,599,1,34,Mitt Romney,2216,1,Kentucky,21,10.8,Mitt Romney,republican,1,2012,201221057
Daviess County,59,42087,Barack Obama,16208,1,1103,Mitt Romney,25092,1,Kentucky,21,7,Mitt Romney,republican,1,2012,201221059
Edmonson County,61,4668,Barack Obama,1374,1,48,Mitt Romney,3232,1,Kentucky,21,10,Mitt Romney,republican,1,2012,201221061
Elliott County,63,2399,Barack Obama,1186,1,26,Mitt Romney,1126,1,Kentucky,21,14.4,Barack Obama,democrat,0,2012,201221063
Estill County,65,5184,Barack Obama,1356,1,52,Mitt Romney,3749,1,Kentucky,21,10,Mitt Romney,republican,1,2012,201221065
Fayette County,67,125866,Barack Obama,62080,1,8885,Mitt Romney,60795,1,Kentucky,21,5.8,Barack Obama,democrat,0,2012,201221067
Fleming County,69,5782,Barack Obama,1911,1,47,Mitt Romney,3780,1,Kentucky,21,9,Mitt Romney,republican,1,2012,201221069
Floyd County,71,14890,Barack Obama,4733,1,110,Mitt Romney,9784,1,Kentucky,21,11.6,Mitt Romney,republican,1,2012,201221071
Franklin County,73,23337,Barack Obama,11535,1,615,Mitt Romney,11345,1,Kentucky,21,6.7,Barack Obama,democrat,0,2012,201221073
Fulton County,75,2481,Barack Obama,1022,1,28,Mitt Romney,1425,1,Kentucky,21,11.3,Mitt Romney,republican,1,2012,201221075
Gallatin County,77,3061,Barack Obama,1238,1,161,Mitt Romney,1758,1,Kentucky,21,9.3,Mitt Romney,republican,1,2012,201221077
Garrard County,79,7077,Barack Obama,1661,1,160,Mitt Romney,5310,1,Kentucky,21,8.4,Mitt Romney,republican,1,2012,201221079
Grant County,81,8608,Barack Obama,2810,1,275,Mitt Romney,5664,1,Kentucky,21,9,Mitt Romney,republican,1,2012,201221081
Graves County,83,15503,Barack Obama,4547,1,960,Mitt Romney,10699,1,Kentucky,21,8.2,Mitt Romney,republican,1,2012,201221083
Grayson County,85,9271,Barack Obama,2744,1,118,Mitt Romney,6404,1,Kentucky,21,10.3,Mitt Romney,republican,1,2012,201221085
Green County,87,4856,Barack Obama,1165,1,67,Mitt Romney,3634,1,Kentucky,21,8.3,Mitt Romney,republican,1,2012,201221087
Greenup County,89,15168,Barack Obama,6027,1,130,Mitt Romney,8855,1,Kentucky,21,9.9,Mitt Romney,republican,1,2012,201221089
Hancock County,91,4134,Barack Obama,1833,1,41,Mitt Romney,2212,1,Kentucky,21,7.2,Mitt Romney,republican,1,2012,201221091
Hardin County,93,39218,Barack Obama,15214,1,2667,Mitt Romney,23357,1,Kentucky,21,8.2,Mitt Romney,republican,1,2012,201221093
Harlan County,95,10657,Barack Obama,1830,1,99,Mitt Romney,8652,1,Kentucky,21,14.1,Mitt Romney,republican,1,2012,201221095
Harrison County,97,7163,Barack Obama,2471,1,123,Mitt Romney,4556,1,Kentucky,21,7.9,Mitt Romney,republican,1,2012,201221097
Hart County,99,6622,Barack Obama,2283,1,110,Mitt Romney,4257,1,Kentucky,21,8.3,Mitt Romney,republican,1,2012,201221099
Henderson County,101,18622,Barack Obama,8091,1,400,Mitt Romney,10296,1,Kentucky,21,7.5,Mitt Romney,republican,1,2012,201221101
Henry County,103,6590,Barack Obama,2530,1,181,Mitt Romney,3940,1,Kentucky,21,7.3,Mitt Romney,republican,1,2012,201221103
Hickman County,105,2139,Barack Obama,686,1,27,Mitt Romney,1431,1,Kentucky,21,8.1,Mitt Romney,republican,1,2012,201221105
Hopkins County,107,19767,Barack Obama,5789,1,323,Mitt Romney,13681,1,Kentucky,21,7.7,Mitt Romney,republican,1,2012,201221107
Jackson County,109,5061,Barack Obama,612,1,41,Mitt Romney,4365,1,Kentucky,21,11.8,Mitt Romney,republican,1,2012,201221109
Jefferson County,111,339579,Barack Obama,186181,1,14976,Mitt Romney,148423,1,Kentucky,21,7.9,Barack Obama,democrat,0,2012,201221111
Jessamine County,113,20633,Barack Obama,6001,1,605,Mitt Romney,14233,1,Kentucky,21,6.7,Mitt Romney,republican,1,2012,201221113
Johnson County,115,9035,Barack Obama,1723,1,49,Mitt Romney,7095,1,Kentucky,21,10.2,Mitt Romney,republican,1,2012,201221115
Kenton County,117,67704,Barack Obama,24920,1,1966,Mitt Romney,41389,1,Kentucky,21,7.4,Mitt Romney,republican,1,2012,201221117
Knott County,119,5693,Barack Obama,1420,1,45,Mitt Romney,4130,1,Kentucky,21,13.8,Mitt Romney,republican,1,2012,201221119
Knox County,121,11100,Barack Obama,2484,1,129,Mitt Romney,8467,1,Kentucky,21,12.8,Mitt Romney,republican,1,2012,201221121
Larue County,123,5764,Barack Obama,1733,1,147,Mitt Romney,3911,1,Kentucky,21,8.6,Mitt Romney,republican,1,2012,201221123
Laurel County,125,22408,Barack Obama,3905,1,336,Mitt Romney,18151,1,Kentucky,21,10.2,Mitt Romney,republican,1,2012,201221125
Lawrence County,127,5592,Barack Obama,1520,1,36,Mitt Romney,3995,1,Kentucky,21,10.6,Mitt Romney,republican,1,2012,201221127
Lee County,129,2623,Barack Obama,595,1,17,Mitt Romney,1977,1,Kentucky,21,12.6,Mitt Romney,republican,1,2012,201221129
Leslie County,131,4950,Barack Obama,433,1,17,Mitt Romney,4439,1,Kentucky,21,14.3,Mitt Romney,republican,1,2012,201221131
Letcher County,133,8758,Barack Obama,1702,1,54,Mitt Romney,6811,1,Kentucky,21,13.5,Mitt Romney,republican,1,2012,201221133
Lewis County,135,4769,Barack Obama,1342,1,45,Mitt Romney,3326,1,Kentucky,21,11.6,Mitt Romney,republican,1,2012,201221135
Lincoln County,137,9152,Barack Obama,2582,1,184,Mitt Romney,6416,1,Kentucky,21,10.3,Mitt Romney,republican,1,2012,201221137
Livingston County,139,4511,Barack Obama,1346,1,66,Mitt Romney,3089,1,Kentucky,21,9.7,Mitt Romney,republican,1,2012,201221139
Logan County,141,10510,Barack Obama,3469,1,257,Mitt Romney,6899,1,Kentucky,21,7.6,Mitt Romney,republican,1,2012,201221141
Lyon County,143,3839,Barack Obama,1373,1,31,Mitt Romney,2412,1,Kentucky,21,9.2,Mitt Romney,republican,1,2012,201221143
McCracken County,145,30551,Barack Obama,10062,1,654,Mitt Romney,19979,1,Kentucky,21,8,Mitt Romney,republican,1,2012,201221145
McCreary County,147,5707,Barack Obama,1069,1,45,Mitt Romney,4564,1,Kentucky,21,13.2,Mitt Romney,republican,1,2012,201221147
McLean County,149,4200,Barack Obama,1432,1,43,Mitt Romney,2705,1,Kentucky,21,7.6,Mitt Romney,republican,1,2012,201221149
Madison County,151,33322,Barack Obama,11512,1,809,Mitt Romney,21128,1,Kentucky,21,6.7,Mitt Romney,republican,1,2012,201221151
Magoffin County,153,4906,Barack Obama,1433,1,49,Mitt Romney,3391,1,Kentucky,21,17.2,Mitt Romney,republican,1,2012,201221153
Marion County,155,7318,Barack Obama,3418,1,189,Mitt Romney,3800,1,Kentucky,21,8.9,Mitt Romney,republican,1,2012,201221155
Marshall County,157,15719,Barack Obama,5022,1,191,Mitt Romney,10402,1,Kentucky,21,8.1,Mitt Romney,republican,1,2012,201221157
Martin County,159,3824,Barack Obama,574,1,27,Mitt Romney,3180,1,Kentucky,21,9.1,Mitt Romney,republican,1,2012,201221159
Mason County,161,6881,Barack Obama,2592,1,119,Mitt Romney,4197,1,Kentucky,21,9.4,Mitt Romney,republican,1,2012,201221161
Meade County,163,10916,Barack Obama,4122,1,448,Mitt Romney,6606,1,Kentucky,21,9.8,Mitt Romney,republican,1,2012,201221163
Menifee County,165,2598,Barack Obama,1048,1,20,Mitt Romney,1484,1,Kentucky,21,11.6,Mitt Romney,republican,1,2012,201221165
Mercer County,167,9939,Barack Obama,2966,1,220,Mitt Romney,6820,1,Kentucky,21,8.2,Mitt Romney,republican,1,2012,201221167
Metcalfe County,169,4184,Barack Obama,1425,1,52,Mitt Romney,2676,1,Kentucky,21,8,Mitt Romney,republican,1,2012,201221169
Monroe County,171,4746,Barack Obama,936,1,125,Mitt Romney,3762,1,Kentucky,21,7.2,Mitt Romney,republican,1,2012,201221171
Montgomery County,173,10248,Barack Obama,3701,1,280,Mitt Romney,6398,1,Kentucky,21,8.8,Mitt Romney,republican,1,2012,201221173
Morgan County,175,4472,Barack Obama,1369,1,26,Mitt Romney,3021,1,Kentucky,21,10.6,Mitt Romney,republican,1,2012,201221175
Muhlenberg County,177,12739,Barack Obama,4771,1,167,Mitt Romney,7762,1,Kentucky,21,9.8,Mitt Romney,republican,1,2012,201221177
Nelson County,179,18533,Barack Obama,7611,1,398,Mitt Romney,10673,1,Kentucky,21,8.3,Mitt Romney,republican,1,2012,201221179
Nicholas County,181,2581,Barack Obama,948,1,42,Mitt Romney,1583,1,Kentucky,21,8.2,Mitt Romney,republican,1,2012,201221181
Ohio County,183,9646,Barack Obama,2987,1,365,Mitt Romney,6470,1,Kentucky,21,8.7,Mitt Romney,republican,1,2012,201221183
Oldham County,185,29884,Barack Obama,9240,1,893,Mitt Romney,20179,1,Kentucky,21,5.9,Mitt Romney,republican,1,2012,201221185
Owen County,187,4557,Barack Obama,1501,1,119,Mitt Romney,2971,1,Kentucky,21,6.6,Mitt Romney,republican,1,2012,201221187
Owsley County,189,1580,Barack Obama,283,1,19,Mitt Romney,1279,1,Kentucky,21,12.8,Mitt Romney,republican,1,2012,201221189
Pendleton County,191,5534,Barack Obama,1859,1,62,Mitt Romney,3556,1,Kentucky,21,8.8,Mitt Romney,republican,1,2012,201221191
Perry County,193,10241,Barack Obama,2047,1,89,Mitt Romney,8040,1,Kentucky,21,12.5,Mitt Romney,republican,1,2012,201221193
Pike County,195,23636,Barack Obama,5646,1,221,Mitt Romney,17590,1,Kentucky,21,9.7,Mitt Romney,republican,1,2012,201221195
Powell County,197,4481,Barack Obama,1620,1,51,Mitt Romney,2766,1,Kentucky,21,10.9,Mitt Romney,republican,1,2012,201221197
Pulaski County,199,26003,Barack Obama,4976,1,577,Mitt Romney,20714,1,Kentucky,21,9.4,Mitt Romney,republican,1,2012,201221199
Robertson County,201,935,Barack Obama,340,1,8,Mitt Romney,579,1,Kentucky,21,10.2,Mitt Romney,republican,1,2012,201221201
Rockcastle County,203,6216,Barack Obama,1097,1,55,Mitt Romney,5028,1,Kentucky,21,10.2,Mitt Romney,republican,1,2012,201221203
Rowan County,205,7665,Barack Obama,3438,1,133,Mitt Romney,4035,1,Kentucky,21,8.3,Mitt Romney,republican,1,2012,201221205
Russell County,207,7909,Barack Obama,1445,1,237,Mitt Romney,6346,1,Kentucky,21,10.3,Mitt Romney,republican,1,2012,201221207
Scott County,209,20573,Barack Obama,7532,1,848,Mitt Romney,12679,1,Kentucky,21,6.5,Mitt Romney,republican,1,2012,201221209
Shelby County,211,18663,Barack Obama,6634,1,1676,Mitt Romney,11790,1,Kentucky,21,6.2,Mitt Romney,republican,1,2012,201221211
Simpson County,213,7093,Barack Obama,2650,1,141,Mitt Romney,4355,1,Kentucky,21,8.5,Mitt Romney,republican,1,2012,201221213
Spencer County,215,8431,Barack Obama,2549,1,114,Mitt Romney,5726,1,Kentucky,21,7,Mitt Romney,republican,1,2012,201221215
Taylor County,217,10950,Barack Obama,3285,1,198,Mitt Romney,7551,1,Kentucky,21,9.6,Mitt Romney,republican,1,2012,201221217
Todd County,219,4718,Barack Obama,1403,1,210,Mitt Romney,3247,1,Kentucky,21,7.6,Mitt Romney,republican,1,2012,201221219
Trigg County,221,6742,Barack Obama,2115,1,78,Mitt Romney,4520,1,Kentucky,21,9.4,Mitt Romney,republican,1,2012,201221221
Trimble County,223,3543,Barack Obama,1355,1,100,Mitt Romney,2133,1,Kentucky,21,9,Mitt Romney,republican,1,2012,201221223
Union County,225,5979,Barack Obama,1942,1,91,Mitt Romney,3955,1,Kentucky,21,7.8,Mitt Romney,republican,1,2012,201221225
Warren County,227,43903,Barack Obama,16805,1,2385,Mitt Romney,26384,1,Kentucky,21,6.9,Mitt Romney,republican,1,2012,201221227
Washington County,229,5219,Barack Obama,1669,1,186,Mitt Romney,3495,1,Kentucky,21,7.5,Mitt Romney,republican,1,2012,201221229
Wayne County,231,7210,Barack Obama,1855,1,269,Mitt Romney,5289,1,Kentucky,21,13,Mitt Romney,republican,1,2012,201221231
Webster County,233,5470,Barack Obama,1765,1,266,Mitt Romney,3607,1,Kentucky,21,7.1,Mitt Romney,republican,1,2012,201221233
